first Name,last Name,age,english,overseas_employment,australia_employment,qualifications,australia_study,specialist_qualification,credentialled,study_regional,partner,professional_year,visa
Kore,Buttaro,4,2,2,1,0,0,1,0,0,1,0,0
Ottilie,Rubie,0,3,3,2,3,1,1,0,0,1,0,3
Felice,Annice,2,3,1,1,0,0,0,1,0,0,0,1
Collen,Marsden,2,1,1,1,3,0,0,1,0,1,0,2
Drucie,Colleen,4,0,1,3,0,0,1,1,1,2,1,2
Dianemarie,Khorma,3,0,0,0,3,0,0,0,1,2,0,0
Cyndie,Deny,3,3,3,2,1,0,1,1,1,2,0,0
Fina,Skurnik,0,0,2,3,4,0,0,0,1,3,0,1
Elyssa,Merell,1,0,2,4,0,0,0,0,1,3,0,0
Constance,Bevin,1,3,2,0,2,1,1,0,1,2,0,1
Damaris,Nicoline,1,2,1,1,3,1,1,1,1,2,0,2
Sue,Carleen,3,0,3,3,1,0,1,0,1,0,1,0
Tera,Corabella,2,2,0,0,4,1,0,0,0,2,0,3
Linzy,Halla,1,3,2,1,0,0,0,1,0,1,0,0
Calla,Hathaway,4,1,3,1,0,0,0,1,1,1,0,0
Valera,Ventre,1,0,1,2,2,1,1,1,0,1,0,0
Tomasina,Natalia,4,0,0,1,3,1,0,1,0,0,0,2
Justinn,Charity,2,3,3,1,3,1,0,1,0,2,0,0
Shell,Hertzfeld,2,0,2,2,4,1,1,1,0,0,0,3
Lolita,Wareing,1,1,1,3,3,1,1,0,1,3,1,1
Jorry,Fadiman,3,2,3,1,1,0,0,0,1,1,0,1
Briney,Bonucci,3,2,0,3,4,1,1,0,1,1,1,1
Edee,Bronk,1,0,3,2,3,0,1,1,0,0,1,0
Ardeen,Kronfeld,3,1,0,3,0,0,0,1,0,3,1,2
Henriette,Justinn,1,3,2,2,4,1,1,0,1,2,0,0
Ginnie,Wallis,3,3,0,4,4,0,1,1,0,1,0,2
Magdalena,Bach,0,0,0,2,2,0,1,1,1,0,0,0
Tori,Francene,1,2,1,3,1,0,1,1,1,1,1,3
Celestyna,Gavrila,1,2,0,1,1,0,1,1,0,1,1,2
Rubie,Sigfrid,3,0,1,2,4,0,0,1,0,0,1,0
Nelle,Hamil,3,3,3,2,2,0,1,0,1,1,0,1
Caryl,Blake,4,1,2,4,2,0,1,0,0,0,0,2
Aurelie,Gaynor,0,0,2,3,2,1,0,0,0,0,0,2
Teddie,Iiette,1,1,3,3,4,0,0,0,1,1,1,3
Liana,Aaberg,4,1,2,2,3,0,0,1,1,0,1,2
Suzette,Bendick,3,0,0,1,0,1,1,1,1,0,1,3
Florencia,Ingra,2,2,1,2,0,0,0,0,1,0,0,1
Jennica,Wolfgram,1,3,3,0,0,0,0,0,1,2,0,0
Karly,Wiener,4,3,2,0,4,1,1,1,1,0,0,1
Aryn,Edmund,0,0,1,1,0,1,0,1,0,3,1,2
Elfreda,Valerio,1,1,2,0,3,1,1,1,0,3,0,3
Rosaline,Leopold,2,3,1,0,0,1,0,0,0,2,0,3
Mara,Bigner,3,3,0,0,1,1,0,0,0,3,1,1
Nonnah,Jess,1,2,1,4,4,0,1,1,0,2,1,2
Charissa,Barbey,2,0,2,4,3,1,0,1,0,2,1,3
Xylina,Kellby,4,1,1,3,0,0,0,0,1,1,1,3
Brietta,Brian,2,0,3,1,3,0,0,1,1,2,1,1
Gabi,Barbey,0,1,0,2,4,1,1,0,0,0,1,1
Bobinette,Adalbert,1,2,1,4,1,1,0,0,0,0,1,3
Marleah,Allina,1,0,2,3,1,0,0,0,0,1,1,3
Ruthe,Baylor,3,1,2,4,0,0,0,1,0,3,1,2
Johna,Garbe,2,0,0,0,4,1,0,0,0,2,0,1
Alameda,Joseph,2,0,2,3,4,1,1,0,0,2,1,0
Jobi,Erlandson,4,2,3,1,1,0,0,0,0,0,0,3
Danika,Blake,3,0,2,0,3,1,1,0,1,3,0,1
Aili,Iiette,1,1,1,4,2,0,1,0,1,0,1,0
Regina,Drus,4,0,2,1,2,1,1,1,1,2,0,2
Rori,Mauer,1,0,0,2,3,0,0,0,0,3,1,0
Cam,Gemini,0,0,3,1,1,0,0,0,0,1,1,1
Aimil,Mike,1,3,2,0,1,0,0,1,0,2,1,1
Stevana,Concha,1,2,0,2,4,1,1,0,1,0,0,3
Sibella,Ogren,2,2,2,0,1,0,1,0,0,1,0,2
Mary,Maisey,1,1,0,1,0,0,1,0,1,0,0,2
Ottilie,Mullane,3,2,3,2,3,0,1,1,0,3,1,3
Evaleen,Mozelle,2,3,2,0,3,0,0,0,0,1,0,2
Grier,Douglass,3,2,1,0,1,0,1,0,1,3,0,1
Jerry,Grosz,1,3,3,2,0,1,1,1,0,0,0,2
Allyce,Sasnett,0,3,0,3,0,0,0,1,1,1,1,0
Ardeen,Toffic,2,1,1,0,0,0,0,1,1,2,1,0
Adriana,Haymes,0,0,1,1,4,1,1,1,1,3,0,0
Kenna,Maroney,2,0,0,3,3,1,0,1,0,3,0,2
Fernande,Carey,1,1,2,1,0,1,0,0,1,3,1,2
Roxane,Rebecka,2,3,3,0,4,1,0,0,0,3,1,2
Dacia,Merell,4,0,1,3,4,1,1,1,1,0,0,2
Aubrie,Guthrie,4,0,1,0,1,1,0,0,0,0,0,0
Gianina,Bryna,4,3,2,4,3,0,0,0,1,3,1,1
Concettina,Eckblad,4,0,3,3,0,1,1,0,0,2,1,2
Penelopa,Viddah,0,1,0,4,1,1,0,1,1,0,0,0
Ira,Zeeba,3,1,1,4,4,0,1,1,0,0,0,2
Fawne,Wooster,4,3,1,2,2,1,0,1,1,0,0,2
Rori,Screens,0,0,1,1,4,0,1,1,1,0,0,1
Siana,Kravits,0,0,3,0,3,0,1,0,0,3,0,1
Angelique,Knowling,4,3,1,4,1,0,1,1,1,0,0,3
Leontine,Romelda,2,3,0,4,0,1,0,1,0,1,0,3
Molli,Maryanne,4,1,0,1,4,0,0,0,0,1,1,2
Sybille,Kendrick,0,1,3,2,3,1,1,1,0,2,1,2
Ileana,Oster,4,2,3,4,3,0,0,0,1,0,0,3
Bernardine,Tybald,2,2,2,0,0,0,0,0,1,3,1,2
Marsiella,Thornburg,1,1,1,4,4,0,0,1,1,0,1,1
Cissiee,Martsen,1,0,2,4,3,1,0,0,1,2,1,2
Charlena,Raimondo,4,0,1,1,3,0,0,0,1,3,1,0
Jacenta,Imelida,4,1,2,0,2,0,0,1,1,1,1,1
Vanessa,Koziara,4,2,1,4,3,0,1,0,0,3,0,3
Adore,Whiffen,4,3,1,3,3,1,0,1,1,2,1,0
Petronia,Brandice,0,1,2,2,4,1,1,0,1,3,0,3
Tonia,Kermit,2,1,2,3,2,0,0,1,0,0,0,2
Britte,Horan,0,0,0,4,2,1,0,1,0,1,1,0
Gwyneth,Seagraves,4,1,3,1,2,0,1,0,0,2,1,0
Heida,Clie,3,2,2,2,0,1,1,1,1,2,0,3
Joelly,Santoro,2,1,0,0,0,0,1,0,0,0,1,1
Calla,Klotz,3,0,0,0,3,1,1,0,1,1,0,1
Jinny,Carey,0,1,0,0,1,1,0,0,1,1,0,1
Katharina,Sheng,3,3,2,3,2,1,0,1,0,1,0,0
Joy,Publia,3,2,2,3,1,0,0,1,1,1,0,3
Fina,Heisel,4,2,1,0,1,1,0,0,0,3,0,2
Cyb,Harriman,4,3,3,1,3,0,1,1,0,0,1,1
Jinny,Ries,2,3,1,3,2,0,0,0,0,0,1,0
Belva,Audly,3,0,2,0,1,0,0,1,1,1,0,3
Renae,Ajay,0,0,1,2,2,1,0,1,1,1,1,0
Kayla,Fancie,4,1,0,2,2,0,1,0,0,2,1,2
Rosaline,Azeria,2,0,0,0,0,0,0,1,0,3,0,1
Katuscha,Dulciana,0,0,0,3,4,1,0,1,0,3,0,3
Nannie,Arne,0,2,0,2,2,1,1,0,1,1,1,3
Trixi,Haerr,3,3,3,1,3,0,1,1,0,3,0,2
Betta,Erlandson,3,2,2,1,3,1,0,1,0,1,1,3
Keelia,Lemuela,0,0,1,2,1,1,0,1,0,3,0,0
Loree,Elvyn,0,1,1,1,4,0,1,1,0,3,1,1
Leanna,Hessler,2,2,2,1,0,1,0,1,1,3,1,3
Gertrud,Esmaria,4,3,0,0,3,0,1,1,0,0,0,3
Donnie,Dituri,0,0,2,4,3,1,0,1,0,1,0,2
Mara,Andrel,3,1,2,1,2,1,0,0,1,1,0,3
Flory,Laurianne,1,2,3,4,4,0,0,0,1,3,0,2
Cam,Tybald,2,1,2,3,1,1,1,0,0,3,1,2
Zondra,Stoller,1,1,1,1,4,0,0,1,1,1,1,2
Sarette,Sherrie,2,3,0,1,2,0,1,0,1,2,0,1
Rosabelle,Linehan,1,0,3,3,4,1,0,1,1,2,1,1
Gianina,Tippets,4,3,3,2,2,0,1,0,1,1,1,0
Tarra,Pillsbury,1,0,1,2,4,0,1,0,1,1,0,0
Berta,Mallon,2,0,2,0,4,1,1,0,1,2,1,2
Deane,Joseph,2,1,0,0,3,1,1,0,0,1,0,1
Rochette,Sparhawk,1,2,1,3,2,1,1,1,0,0,1,0
Tilly,Gordon,2,0,3,2,1,1,0,0,0,1,0,1
Mara,Lemuela,3,0,0,0,2,0,1,0,1,2,1,0
Xylina,Gaspard,4,1,1,0,0,0,1,0,1,1,1,3
Elfreda,Hachmin,3,0,2,1,3,1,0,1,1,2,0,1
Neila,Germann,1,1,0,3,3,1,0,0,0,2,0,1
Sidoney,Irmine,2,0,0,1,2,1,0,1,0,3,1,2
Gwenneth,Ogren,1,1,2,2,3,1,0,1,1,3,0,2
Robinia,Dudley,3,1,1,0,2,1,1,0,0,0,0,0
Vere,Mehalek,3,2,3,0,2,1,0,1,0,1,0,3
Calla,Rogerio,2,0,3,3,0,1,1,1,1,3,0,3
Codie,Waite,3,3,2,3,2,1,0,0,0,3,0,0
Jenilee,Brunell,1,2,0,4,0,0,0,0,1,3,0,2
Marinna,Ilka,0,1,0,2,3,0,0,1,0,1,1,2
Chandra,Jeanne,4,3,3,1,2,1,0,0,1,2,1,3
Chere,Levey,4,3,2,4,2,1,0,0,0,3,0,3
Patricia,Evangelia,2,3,0,4,3,0,0,0,1,3,1,3
Jackie,Nea,2,2,3,3,1,0,0,1,1,1,0,1
Janeczka,Pip,0,0,0,1,1,1,1,1,0,2,1,1
Asia,Llovera,0,0,0,1,4,0,0,0,0,3,0,2
Livvyy,Moina,2,3,1,4,1,0,1,1,1,3,0,3
Katuscha,Ferrell,2,2,2,3,3,0,1,1,1,2,0,0
Constance,Hunfredo,0,2,3,2,2,1,0,0,0,3,1,2
Dyann,Center,4,2,3,3,2,1,1,1,1,3,1,2
Riannon,O'Carroll,3,2,3,2,3,1,0,0,0,1,0,0
Jean,Schalles,4,1,3,4,1,0,0,1,0,2,0,2
Dorene,Kannry,3,3,3,1,4,0,0,0,0,1,1,0
Christy,Cressida,1,3,3,1,2,0,0,1,1,0,1,2
Lauryn,Girardo,4,2,0,0,1,1,1,1,0,2,1,2
Suzette,Berne,2,0,1,3,4,0,0,0,1,0,0,0
Isa,Cornelia,1,3,3,0,2,0,0,0,1,0,0,3
Maud,Brenn,0,0,3,2,3,1,1,1,1,2,1,3
Mady,Auberbach,3,0,2,0,1,0,0,0,1,2,1,3
Vinita,Delila,3,0,3,4,1,0,0,1,0,3,0,3
Sheelagh,Catie,3,3,0,0,2,0,0,0,0,2,1,0
Gusella,Nerita,1,3,2,1,1,1,0,0,0,1,0,1
Meriel,Skurnik,1,1,2,0,2,1,1,0,1,3,0,2
Wileen,Noam,4,1,1,0,3,0,1,0,1,2,1,2
Lolita,Flita,2,0,3,2,4,0,0,0,0,0,0,0
Mamie,Stuart,0,1,1,3,1,1,0,1,0,2,1,0
Marti,Morehouse,2,0,0,2,3,1,1,0,0,3,1,2
Florencia,Moina,4,2,3,3,2,0,0,0,0,0,0,3
Dagmar,Tybald,0,2,3,4,2,0,0,0,1,2,1,3
Edee,Janith,1,3,1,3,4,1,1,0,1,3,1,1
Yetty,Camden,1,2,0,0,1,0,1,1,1,2,0,1
Jany,Ingra,0,2,1,0,4,1,0,1,0,1,0,1
Josephine,Brotherson,3,0,0,2,4,1,0,1,1,0,1,0
Addia,Hull,3,0,1,0,2,0,0,0,0,3,1,0
Marylou,Markman,3,1,0,2,0,1,1,1,0,0,1,3
Meg,Aloise,4,3,1,2,0,0,0,1,1,2,1,2
Rivalee,Jagir,2,1,2,3,1,0,1,0,0,0,0,3
Daune,Natalia,3,0,2,4,1,1,1,1,1,2,0,3
Mary,Annabella,0,3,1,0,3,0,1,0,0,0,1,0
Marleah,Ambrosia,0,1,3,4,2,0,1,1,1,2,0,3
Clary,Phi,4,1,2,4,4,1,0,0,1,2,1,2
Elie,Montgomery,2,1,0,3,2,0,1,1,0,0,0,1
Livvyy,Zaslow,4,0,2,4,2,0,0,0,1,3,1,2
Ofilia,Albertine,4,0,1,1,0,0,0,0,0,2,0,3
Donnie,Dom,0,3,0,0,1,1,1,1,1,0,1,1
Mariele,Zrike,2,2,3,3,2,1,1,0,0,0,0,2
Kelly,Maxi,1,3,0,1,1,0,0,0,1,0,1,0
Starla,Vanni,2,0,0,1,3,0,1,1,0,1,1,1
Marline,Velick,2,0,2,4,2,0,0,1,1,2,1,0
Maurene,Cookie,1,0,3,0,1,1,1,1,1,2,0,1
Dione,Billye,2,1,2,2,1,1,0,0,0,1,0,2
Asia,Colbert,4,3,3,0,3,1,0,0,0,0,0,1
Devina,Anyah,1,0,0,2,3,0,0,0,0,1,1,1
Janis,Olin,2,0,3,0,3,1,1,1,0,1,1,3
Kittie,Celestine,1,1,2,4,1,0,1,1,0,1,0,2
Dorene,Melony,1,2,3,4,0,0,1,0,1,0,0,1
Iseabal,Dash,3,2,0,1,3,0,1,1,0,0,0,2
Gilligan,Presber,1,3,1,2,2,1,0,1,0,1,1,3
Marika,Sasnett,4,2,1,4,3,0,1,0,0,0,1,2
Meriel,Jefferey,4,0,0,3,3,0,1,1,0,1,0,2
Wilma,Allina,0,1,3,3,4,0,0,0,0,2,0,2
Agathe,Hazlett,0,3,2,3,3,0,0,1,0,3,0,0
Glynnis,Shields,4,1,2,3,3,0,1,0,1,2,1,1
Elsie,Berard,2,0,1,2,2,1,1,0,1,0,0,1
Chickie,Maxi,0,3,3,4,1,0,0,1,0,3,1,1
Cacilie,Alwin,2,0,3,3,3,0,0,1,1,3,1,0
Cyb,Faust,0,2,3,1,3,1,0,0,0,0,1,1
Eugine,Salvidor,2,3,0,0,2,1,0,1,1,2,1,1
Lexine,Fry,4,1,2,4,4,1,1,1,0,3,0,2
Mellicent,Bivins,1,1,3,2,2,0,1,1,1,3,1,2
Luci,Viddah,1,3,3,0,4,0,0,0,1,1,1,2
Rubie,Pearse,1,0,2,2,4,0,0,0,0,0,0,0
Gratia,Libna,0,2,2,1,3,0,0,0,0,3,0,2
Justinn,Nadia,4,2,1,4,2,1,0,0,1,3,1,2
Tiffie,Moseley,1,2,2,1,2,1,0,1,0,0,0,1
Amelia,Corilla,2,2,3,1,4,0,0,0,1,2,0,1
Fina,Wallis,0,2,1,0,0,0,0,1,0,1,1,1
Nita,Gillan,3,1,1,1,2,1,0,0,0,1,0,2
Teddie,Blake,0,2,3,3,1,1,0,1,1,3,1,3
Albertina,Schwejda,3,3,3,3,0,0,1,1,1,2,0,2
Meriel,Malanie,0,2,1,2,1,0,1,0,0,3,0,2
Trudie,Lea,2,1,1,3,1,0,0,0,0,2,1,0
Ellette,Junie,1,3,2,2,1,1,1,1,0,3,0,2
Lily,August,4,3,2,3,4,1,0,1,1,2,0,2
Vonny,Rosemary,1,0,0,4,0,1,1,1,0,0,0,2
Ginnie,Rillings,1,2,0,2,2,0,0,1,0,0,0,0
Gavrielle,Christine,4,2,0,4,2,0,0,0,0,3,1,1
Linet,Orpah,3,0,3,4,0,1,1,0,1,3,0,3
Renie,Pyle,2,1,0,3,1,0,0,1,0,3,1,3
Brynna,Izaak,1,3,1,0,4,0,1,0,0,0,0,1
Hildegaard,Pip,2,3,3,4,4,1,0,1,1,3,0,1
Celene,Frendel,3,0,3,1,3,0,1,1,1,3,1,2
Violet,Eachern,3,0,3,1,1,1,0,0,1,3,1,2
Imojean,MacIntosh,1,2,1,1,0,0,0,0,0,3,1,3
Meg,Nicoline,4,2,1,1,3,0,1,0,1,2,0,0
Emilia,Seligman,2,0,1,4,4,0,0,1,1,3,1,3
Chandra,Faso,0,3,1,4,0,0,0,0,1,1,0,0
Mireielle,Janith,1,2,3,3,3,0,0,1,1,0,0,2
Ida,O'Neill,2,1,2,4,3,0,1,0,0,1,0,3
Adele,Bashemeth,2,1,0,0,4,1,1,1,0,0,0,0
Nita,Gavrila,0,1,1,0,1,0,1,0,1,1,1,0
Hayley,Winnick,0,2,3,4,1,1,1,0,1,2,1,3
Brianna,Peg,2,2,1,4,2,1,1,0,1,0,1,1
Cam,Monk,3,3,0,1,4,0,1,0,1,1,1,0
Dominga,Roxanna,3,0,3,4,3,0,1,1,0,2,1,0
Lizzie,Obed,1,3,0,0,2,1,1,0,1,1,1,2
Candy,Emmaline,0,2,1,2,0,1,1,1,1,2,0,3
Orelia,Tiffa,3,1,2,4,0,0,0,0,1,2,0,2
Concettina,Alcott,3,0,1,1,1,0,0,1,0,0,0,1
Bernie,Hertzfeld,2,1,3,3,3,1,0,1,1,1,1,3
Cecile,Wadell,4,0,3,0,4,0,1,1,0,2,1,2
Katharina,Posner,4,2,3,0,2,0,1,0,1,1,1,2
Gabriellia,Jary,3,1,1,0,3,0,1,1,1,0,1,2
Rhea,Saunderson,0,1,0,4,0,0,0,1,0,2,0,0
Tarra,Concha,3,1,1,2,4,1,1,0,1,1,0,2
Rivalee,Saunderson,3,2,3,0,2,1,1,0,0,0,0,3
Jaime,Mozelle,0,3,3,0,3,0,0,0,1,3,0,3
Krystle,Klemperer,2,1,3,4,1,0,1,0,1,3,0,0
Johna,Karl,0,1,0,4,3,0,0,1,0,3,1,3
Kassey,Vacuva,1,2,2,3,1,1,1,0,1,2,1,2
Gerianna,Chandler,1,0,0,4,0,0,0,0,0,2,0,2
Luci,Reneta,0,3,0,2,0,0,0,1,0,3,1,2
Lisette,Holtz,4,1,2,4,4,1,1,1,0,3,1,0
Dagmar,Tice,1,2,3,3,3,0,1,1,1,0,0,0
Sheree,Vastah,3,3,2,0,3,0,1,1,1,2,0,1
Jordan,Lenny,0,1,0,4,4,0,0,1,0,0,0,0
Katleen,Lorain,2,1,1,1,0,0,1,0,0,2,1,0
Dulce,Muriel,1,2,2,1,3,0,1,0,1,2,0,1
Priscilla,Dunkin,1,1,1,0,1,0,1,1,0,1,1,2
Elka,Madox,4,1,1,2,4,0,1,0,1,0,0,1
Danika,Bohlin,1,0,1,0,1,1,0,0,1,0,0,1
Betta,Carleen,1,2,1,1,0,0,0,0,1,2,0,3
Shaine,Lory,2,2,1,3,1,0,1,1,0,2,1,3
Lauryn,Monk,4,3,3,0,3,0,1,1,1,2,1,3
Jorry,Anderea,4,2,0,0,4,0,0,1,1,3,0,1
Leeanne,Rugen,2,1,3,0,0,1,1,0,1,1,1,3
Celene,Audly,4,1,0,1,4,1,0,1,0,1,0,2
Vanessa,Judye,0,1,1,0,2,0,0,0,0,3,1,3
Kellen,Huggins,1,1,3,3,1,0,0,1,1,3,1,2
Ginnie,Hollingsworth,1,0,0,4,4,0,1,0,0,2,1,0
Harmonia,Bonucci,2,3,3,4,0,1,1,0,1,0,0,1
Linzy,Marsden,4,0,2,3,4,0,0,0,1,2,1,3
Atlanta,Thomasina,3,1,0,3,0,0,0,1,0,0,1,3
Jaclyn,Shaver,1,3,0,2,3,0,0,1,1,2,0,3
Shannah,Engdahl,3,2,0,4,0,0,1,1,0,2,1,1
Shaine,Jerald,1,1,1,2,0,0,0,1,1,0,0,0
Janis,Kelula,0,1,3,0,4,1,0,1,1,0,0,0
Lorie,Bethany,0,3,1,3,4,0,1,0,0,3,0,0
Kayla,Gamaliel,4,3,3,0,3,1,1,0,0,0,1,0
Leona,Ailyn,4,1,3,4,0,0,0,0,0,0,1,2
Kerrin,Seagraves,4,3,3,3,0,1,1,1,1,1,0,2
Kirbee,Daveta,3,1,1,3,4,0,1,1,1,1,0,0
Ericka,Alisia,3,2,1,3,0,0,1,1,0,1,1,3
Mara,Maroney,1,3,3,3,3,0,1,0,1,1,0,1
Lacie,Truc,2,2,3,3,0,0,0,0,0,2,0,0
Ericka,Monk,0,0,0,0,1,0,1,0,0,1,1,2
Blinni,Zachary,2,2,0,2,1,0,1,1,0,2,0,1
Iseabal,Casimir,1,1,0,0,1,1,0,0,1,0,0,0
Ira,Harl,1,0,3,0,1,1,0,0,0,1,0,2
Briney,Thar,3,1,0,0,2,1,0,0,1,3,0,0
Winny,Aprile,4,0,2,4,4,0,0,1,1,0,0,2
Laurene,O'Rourke,2,1,0,0,3,0,0,1,1,0,1,0
Hettie,Taam,3,1,3,3,2,0,1,0,0,1,0,0
Teddie,Rillings,4,2,3,3,2,0,0,1,1,2,1,2
Daphne,Charity,1,2,0,2,3,1,1,1,0,1,1,1
Tatiania,Magdalen,1,0,3,1,4,1,0,0,1,1,0,0
Magdalena,Lea,4,2,0,4,4,1,0,1,1,2,0,2
Farrah,Charmine,4,1,0,0,1,0,0,1,1,1,1,1
Cyndie,Noelyn,3,3,3,1,0,1,1,0,1,1,0,2
Hettie,Ioab,4,0,3,3,2,1,0,1,0,2,1,1
Rochette,Harned,3,3,2,1,4,1,0,1,1,0,1,2
Dania,Ursulette,1,1,0,0,2,0,1,0,0,1,1,3
Annabela,Baylor,3,2,1,0,1,1,1,1,1,3,0,0
Janey,Longfellow,3,1,1,4,4,0,1,1,1,3,1,0
Marleah,Janene,1,0,1,1,3,0,1,1,1,0,1,3
Elfreda,Emmaline,4,3,1,4,2,1,0,1,0,1,1,3
Roxane,Morehouse,3,3,1,1,4,1,0,1,0,0,1,1
Suzette,Kylander,2,3,2,3,2,0,1,0,0,1,0,3
Elfreda,Nedrud,2,2,0,1,4,1,0,1,1,3,1,2
Nicoli,Colyer,0,3,1,3,1,1,0,0,1,3,0,0
Linzy,Burnside,0,0,1,4,1,1,0,1,0,1,0,1
Alyssa,Center,2,2,3,3,4,0,1,1,1,0,0,3
Robinia,Wenoa,3,3,1,2,1,1,1,1,1,1,0,2
Jerry,Jaylene,2,2,3,4,2,1,0,1,1,2,1,0
Lolita,Curren,3,2,1,3,4,1,0,0,0,3,1,0
Annice,Bord,2,3,3,2,3,1,1,1,1,1,1,2
Sophia,Tarrant,4,1,3,4,3,1,1,1,1,2,0,3
Rozele,Mandler,1,3,0,4,0,0,1,1,1,3,1,2
Tatiania,Diogenes,2,1,2,3,4,0,1,1,1,0,0,2
Dacia,Bury,2,0,1,3,3,0,1,1,1,1,0,0
Gusty,Hermes,4,0,3,0,3,1,0,0,0,1,1,2
Jillayne,Rudolph,0,3,2,4,4,0,1,1,0,0,0,2
Deirdre,O'Carroll,1,0,2,3,4,0,1,0,1,2,1,1
Valli,Casimir,0,3,2,3,1,0,0,1,1,1,1,1
Linzy,Bates,4,1,2,2,2,1,0,0,0,3,1,1
Fredericka,Eiser,3,2,0,3,4,0,0,1,1,3,1,3
Moyna,Hunfredo,2,1,3,1,2,1,1,0,1,2,0,1
Mellicent,Horan,4,0,2,3,0,0,0,0,1,2,0,3
Nariko,Alabaster,2,0,2,2,3,1,0,0,0,0,0,2
Hettie,Solitta,0,2,2,2,3,1,1,0,1,2,1,2
Gusty,Lea,4,0,3,0,4,1,1,1,0,0,0,3
Daphne,Faro,2,0,0,4,0,0,0,1,0,1,1,0
Blinni,Yerkovich,0,1,1,1,4,0,0,1,1,2,0,0
Deloria,Lay,2,3,0,4,2,1,1,1,0,0,1,2
Jennica,Dermott,0,3,0,3,1,0,0,0,1,3,1,0
Krystle,Stanwood,2,3,1,2,4,1,1,1,0,1,1,2
Sheree,Jammal,4,0,0,0,4,1,0,1,1,1,1,1
Ruthe,Winthorpe,3,0,2,3,4,0,0,0,0,1,1,3
Willetta,Christal,0,1,1,0,1,0,0,1,0,3,0,2
Beth,Solitta,4,2,3,3,1,0,0,0,0,3,0,1
Gisela,Kare,1,2,3,0,1,0,1,1,0,3,0,1
Marinna,O'Neill,2,0,0,4,4,1,1,0,0,2,1,3
Jasmina,Idelia,3,3,2,2,1,0,1,0,1,3,0,0
Darci,Kirstin,3,0,0,2,0,0,1,0,0,2,1,3
Pearline,Dorine,1,1,2,2,2,1,0,1,1,1,1,2
Kylynn,Alcott,3,2,0,0,3,1,0,1,1,3,1,3
Brynna,Torray,2,0,2,1,4,0,1,1,1,3,0,3
Rosene,Darbie,0,2,0,3,2,0,1,0,1,1,1,1
Bernardine,Allina,0,2,1,4,2,1,0,1,1,0,1,1
Kary,Iiette,4,3,3,1,2,1,0,1,1,3,0,2
Madeleine,Craggie,2,3,3,1,1,1,0,0,1,2,1,0
Janis,Lubin,4,1,1,1,0,0,0,0,1,3,1,3
Kellen,Jeanne,3,0,3,1,2,0,1,1,1,1,1,1
Annora,Scammon,0,0,3,1,4,1,0,1,0,3,1,1
Blinni,Burkle,2,0,3,3,0,1,1,0,0,3,0,3
Kittie,Maroney,4,1,3,4,3,1,1,0,0,0,1,3
Emilia,Lamoree,2,0,1,4,2,1,0,0,0,3,1,3
Lenna,Middleton,3,0,0,1,0,1,0,1,0,1,0,2
Cindelyn,Gerge,0,1,2,4,2,1,1,1,1,2,0,3
Ashlee,Xerxes,2,0,2,1,0,1,1,0,0,3,1,0
Verla,Lea,1,2,2,3,1,0,1,1,1,3,0,2
Averyl,Ulphia,1,0,1,2,4,0,1,1,1,1,1,3
Ana,Podvin,2,0,3,4,1,0,1,1,0,0,1,0
Sallie,Aurelio,1,1,2,3,2,1,0,1,1,2,1,0
Tomasina,Masao,3,1,3,0,4,0,0,1,0,0,0,0
Lesly,Lilybelle,2,3,1,3,4,0,0,1,1,0,0,0
Genevra,Hepsibah,0,0,3,4,0,1,0,0,1,3,1,2
Michaelina,Jacinda,1,1,2,4,2,0,0,0,0,1,1,1
Aaren,Firmin,0,1,1,3,4,0,0,0,0,0,0,0
Almeta,LaRue,0,2,1,3,2,0,0,0,1,0,1,2
Maisey,Narton,3,0,1,0,2,0,0,0,1,1,1,0
Meghann,Velick,4,2,2,1,3,1,0,0,0,0,0,3
Basia,Jerold,4,3,1,1,0,1,1,1,0,2,0,3
Janey,Dalli,0,0,0,0,4,0,0,1,1,0,1,1
Gloria,Ehrman,3,1,0,2,2,1,1,0,1,0,0,2
Tatiania,Santoro,3,0,1,3,1,1,1,1,1,1,0,2
Mathilda,Atcliffe,3,1,2,4,1,0,1,0,1,1,1,0
Pamella,Papageno,2,1,1,4,2,1,0,1,1,2,0,3
Chickie,Persse,3,0,0,0,4,1,0,1,0,3,1,2
Randa,Riva,1,0,0,2,2,0,1,1,0,1,1,2
Alyda,Abbot,0,2,1,1,2,0,1,0,1,1,1,1
Gerrie,Lay,3,1,2,4,2,1,0,0,1,3,1,3
Ruthe,Wesle,1,3,3,4,3,0,0,0,1,1,1,2
Nyssa,Madox,0,0,1,4,3,0,1,1,1,1,1,1
Ricky,Carvey,3,2,3,2,1,0,0,0,1,0,1,2
Rosanne,Ophelia,4,2,3,1,2,0,1,1,0,0,0,1
Philis,Nedrud,0,0,2,2,3,1,1,1,1,2,1,0
Meg,Posner,1,3,3,1,2,0,1,0,0,0,0,1
Bernardine,Rogerio,2,3,3,4,4,0,0,0,1,2,1,2
Elka,Land,3,1,3,2,3,0,1,1,1,1,1,0
Candi,Pattin,1,1,0,0,0,0,1,0,1,3,1,3
Leeanne,Flita,0,0,1,4,4,0,1,1,0,3,0,1
Tracey,Gombach,0,0,0,3,4,1,0,0,0,3,1,1
Cindelyn,Pauly,4,2,3,3,1,0,0,0,1,2,1,0
Corly,Aurelio,3,2,2,1,0,0,0,0,1,1,0,3
